,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
168944,2021,PA,Pennsylvania,Juniata,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted prevalence,59.1,,,54.1,64.1,23339,18241,42067,PREVENT,BPMED,AgeAdjPrv,High Blood Pressure Medication,POINT (-77.4025903868781 40.5307250450208)
168948,2022,OH,Ohio,Morgan,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,60.7,,,57.2,64.5,13668,10826,39115,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-81.8538156975972 39.6205109466093)
168949,2022,OH,Ohio,Perry,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,22.5,,,20.2,24.9,35480,27219,39127,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-82.2371873934768 39.7377614698385)
168950,2022,PA,Pennsylvania,Clearfield,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,40.6,,,33.7,47.9,77904,63674,42033,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,POINT (-78.4742199350484 41.0000613695045)
168953,2022,PA,Pennsylvania,Philadelphia,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,4.3,,,4.0,4.7,1567258,1236852,42101,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-75.1342678683708 40.0073764238932)
168954,2022,PA,Pennsylvania,Adams,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,16.6,,,14.8,18.6,106027,85792,42001,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,POINT (-77.2179067034351 39.871619978239)
168956,2022,PA,Pennsylvania,Wyoming,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,15.5,,,13.8,17.4,26014,21071,42131,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-76.0164691320074 41.5183545389591)
168957,2022,PA,Pennsylvania,Northampton,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,77.7,,,73.7,81.2,318526,258105,42095,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-75.3074851332014 40.7545552605228)
168959,2022,OH,Ohio,Monroe,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,36.8,,,30.8,43.3,13234,10548,39111,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,POINT (-81.08292876066 39.7273484694683)
168960,2022,OH,Ohio,Scioto,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,37.8,,,34.0,41.5,72194,56645,39145,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-82.9932730384393 38.80401792582)
168961,2022,PA,Pennsylvania,Carbon,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,34.4,,,27.1,42.6,65460,53135,42025,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-75.7088963350179 40.9181345435535)
168964,2022,PA,Pennsylvania,Susquehanna,BRFSS,Disability,Hearing disability among adults,%,Age-adjusted prevalence,6.4,,,5.7,7.2,38074,31026,42115,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-75.8007919927448 41.8212610713125)
168967,2022,PA,Pennsylvania,Warren,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,17.3,,,15.5,19.2,37808,30451,42123,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-79.2738926761047 41.8144358607218)
168968,2022,OH,Ohio,Paulding,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,12.5,,,11.3,13.8,18757,14346,39125,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity,POINT (-84.5802136619402 41.1166104120679)
168969,2022,PA,Pennsylvania,Elk,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,9.6,,,8.6,10.7,30477,24685,42047,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-78.6489315131988 41.4251242334449)
168970,2022,OH,Ohio,Pike,BRFSS,Health Outcomes,Current asthma among adults,%,Age-adjusted prevalence,12.5,,,11.1,14.0,27005,20657,39131,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-83.0666366915286 39.0771703661227)
168973,2022,PA,Pennsylvania,Fulton,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Age-adjusted prevalence,9.0,,,7.7,10.4,14533,11723,42057,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-78.1128382889983 39.9253441914256)
168974,2021,PA,Pennsylvania,Mercer,BRFSS,Health Outcomes,High blood pressure among adults,%,Age-adjusted prevalence,29.4,,,25.8,33.3,109220,88800,42085,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-80.257673199067 41.3023640884701)
168985,2022,PA,Pennsylvania,Bucks,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,7.4,,,6.6,8.2,645054,518232,42017,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-75.1067482285946 40.3368045168652)
168986,2022,PA,Pennsylvania,Wyoming,BRFSS,Disability,Vision disability among adults,%,Age-adjusted prevalence,4.7,,,4.3,5.2,26014,21071,42131,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-76.0164691320074 41.5183545389591)
168988,2022,PA,Pennsylvania,Mifflin,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,36.8,,,35.1,38.5,45988,35646,42087,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-77.6166496153272 40.6106049713377)
168989,2022,OH,Ohio,Trumbull,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Age-adjusted prevalence,18.9,,,17.1,20.9,200643,159684,39155,SOCLNEED,FOODSTAMP,AgeAdjPrv,Food Stamps,POINT (-80.761219036042 41.3170156745471)
168990,2022,PA,Pennsylvania,Beaver,BRFSS,Disability,Any disability among adults,%,Crude prevalence,30.3,,,26.5,34.3,165677,133925,42007,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-80.349491791472 40.6823424598597)
168994,2022,OH,Ohio,Sandusky,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,16.0,,,14.4,17.8,58667,45983,39143,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-83.1440024541005 41.3573025435739)
168995,2022,OH,Ohio,Washington,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,17.9,,,16.2,19.7,58901,47490,39167,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-81.4953288002496 39.4553183091123)
168996,2022,OH,Ohio,Wood,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,5.0,,,4.4,5.6,131592,105161,39173,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-83.622978870736 41.361689646332)
168998,2022,OH,Ohio,Muskingum,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Age-adjusted prevalence,13.2,,,11.7,14.8,86113,66796,39119,SOCLNEED,HOUSINSECU,AgeAdjPrv,Housing Insecurity,POINT (-81.9443705638671 39.9654979109366)
168999,2022,OH,Ohio,Putnam,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,7.9,,,7.2,8.8,34334,25624,39137,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-84.1317442011222 41.0221222224867)
169002,2022,PA,Pennsylvania,Montgomery,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,19.6,,,16.5,23.1,864683,683434,42091,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-75.367276645398 40.2108461432027)
169007,2022,OH,Ohio,Paulding,BRFSS,Disability,Mobility disability among adults,%,Age-adjusted prevalence,15.1,,,13.4,16.9,18757,14346,39125,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-84.5802136619402 41.1166104120679)
169008,2022,OH,Ohio,Summit,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,37.6,,,33.9,41.2,535882,426254,39153,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,POINT (-81.5321556359145 41.1259055177579)
169010,2022,OH,Ohio,Ross,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Age-adjusted prevalence,17.4,,,15.6,19.1,76606,60517,39141,SOCLNEED,FOODINSECU,AgeAdjPrv,Food Insecurity,POINT (-83.0572216272589 39.3374905467001)
169011,2022,PA,Pennsylvania,Blair,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.2,,,9.8,12.8,121032,96919,42013,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-78.3485770904823 40.4809694312938)
169014,2022,OH,Ohio,Preble,BRFSS,Health Outcomes,Current asthma among adults,%,Age-adjusted prevalence,11.3,,,9.9,12.8,40596,31654,39135,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-84.647965894182 39.7415985069018)
169018,2022,PA,Pennsylvania,York,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,66.4,,,62.9,69.8,461058,361521,42133,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-76.7263869135604 39.91995594347)
169019,2022,PA,Pennsylvania,Columbia,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,25.1,,,21.4,29.1,64926,53628,42037,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-76.4050002866586 41.0489838937578)
169026,2022,PA,Pennsylvania,Forest,BRFSS,Disability,Hearing disability among adults,%,Age-adjusted prevalence,8.2,,,7.3,9.2,6626,6391,42053,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-79.236591575104 41.5129246402332)
169028,2022,OH,Ohio,Williams,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,19.8,,,17.5,22.1,36652,28687,39171,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,POINT (-84.5878774120262 41.560269481809)
169034,2022,PA,Pennsylvania,York,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,15.7,,,13.7,17.8,461058,361521,42133,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,POINT (-76.7263869135604 39.91995594347)
169035,2022,OH,Ohio,Vinton,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,21.6,,,19.5,23.7,12565,9920,39163,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-82.4851248671181 39.2511886305124)
169037,2022,PA,Pennsylvania,Huntingdon,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Age-adjusted prevalence,7.1,,,6.3,8.0,43281,35608,42061,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-77.9813106456289 40.4168369746766)
169038,2022,PA,Pennsylvania,Juniata,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted prevalence,19.5,,,17.2,21.9,23339,18241,42067,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-77.4025903868781 40.5307250450208)
169040,2022,PA,Pennsylvania,Columbia,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,65.4,,,60.3,70.6,64926,53628,42037,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-76.4050002866586 41.0489838937578)
169042,2022,OH,Ohio,Shelby,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,7.8,,,6.9,8.7,47671,36084,39149,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-84.2045776565192 40.3315252576962)
169045,2022,OH,Ohio,Putnam,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,27.9,,,24.7,31.6,34334,25624,39137,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-84.1317442011222 41.0221222224867)
169047,2022,PA,Pennsylvania,Lawrence,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,15.7,,,13.9,17.5,84849,68087,42073,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-80.3347356743559 40.9912321501165)
169049,2022,PA,Pennsylvania,Blair,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,9.6,,,8.6,10.7,121032,96919,42013,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma,POINT (-78.3485770904823 40.4809694312938)
169050,2022,OH,Ohio,Preble,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,6.9,,,6.0,7.8,40596,31654,39135,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-84.647965894182 39.7415985069018)
169051,2022,OH,Ohio,Perry,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Age-adjusted prevalence,25.3,,,21.9,29.1,35480,27219,39127,SOCLNEED,EMOTIONSPT,AgeAdjPrv,Lack of Social/Emotional Support,POINT (-82.2371873934768 39.7377614698385)
169052,2021,PA,Pennsylvania,Fayette,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted prevalence,61.1,,,56.1,66.0,125755,101724,42051,PREVENT,BPMED,AgeAdjPrv,High Blood Pressure Medication,POINT (-79.6474418035071 39.920334883186)
169053,2022,PA,Pennsylvania,Butler,BRFSS,Disability,Any disability among adults,%,Crude prevalence,27.4,,,23.7,31.4,197300,160035,42019,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-79.9132626491296 40.9120032618258)
169055,2022,PA,Pennsylvania,Allegheny,BRFSS,Health Outcomes,Arthritis among adults,%,Age-adjusted prevalence,27.3,,,24.6,29.9,1233253,1006931,42003,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-79.9814684118731 40.4688763948096)
169056,2022,PA,Pennsylvania,Columbia,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,15.9,,,14.2,17.9,64926,53628,42037,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-76.4050002866586 41.0489838937578)
169058,2022,PA,Pennsylvania,Monroe,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,25.2,,,21.2,29.5,167198,135315,42089,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-75.3395824565919 41.0582037762285)
169060,2022,PA,Pennsylvania,Union,BRFSS,Disability,Self-care disability among adults,%,Age-adjusted prevalence,3.6,,,3.3,3.9,42744,35288,42119,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-77.0619616361032 40.9630239654904)
169064,2022,PA,Pennsylvania,Dauphin,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,77.7,,,70.3,83.7,288800,225073,42043,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-76.7794808231038 40.4160182717579)
169065,2022,PA,Pennsylvania,Sullivan,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,17.2,,,15.2,19.2,5855,5291,42113,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,POINT (-76.5122542595733 41.446037851583)
169067,2022,OH,Ohio,Ottawa,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Age-adjusted prevalence,7.6,,,6.9,8.4,39978,32977,39123,HLTHOUT,CANCER,AgeAdjPrv,Cancer (non-skin) or Melanoma,POINT (-83.1164465932344 41.5336572497729)
169068,2021,OH,Ohio,Richland,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,37.6,,,33.9,41.3,125319,98268,39139,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-82.5363256693401 40.7748694236578)
169072,2022,OH,Ohio,Seneca,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,8.7,,,8.0,9.6,54632,43023,39147,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-83.1275866518734 41.1237051920597)
169075,2022,OH,Ohio,Ross,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Age-adjusted prevalence,9.8,,,8.9,10.9,76606,60517,39141,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-83.0572216272589 39.3374905467001)
169076,2022,OH,Ohio,Wood,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Age-adjusted prevalence,6.6,,,6.0,7.2,131592,105161,39173,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-83.622978870736 41.361689646332)
169079,2022,PA,Pennsylvania,Snyder,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,13.1,,,11.6,14.8,39652,31599,42109,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-77.0702374046649 40.7699512544196)
169085,2022,PA,Pennsylvania,Crawford,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Age-adjusted prevalence,21.1,,,18.6,23.9,82670,65836,42039,RISKBEH,CSMOKING,AgeAdjPrv,Current Cigarette Smoking,POINT (-80.1061210135006 41.6847591926548)
169087,2022,PA,Pennsylvania,Franklin,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.4,,,9.1,11.9,156902,123143,42055,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-77.7214192027132 39.9273839009143)
169088,2022,OH,Ohio,Wood,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.1,,,9.9,12.6,131592,105161,39173,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-83.622978870736 41.361689646332)
169091,2022,OH,Ohio,Ross,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Age-adjusted prevalence,40.2,,,35.8,45.1,76606,60517,39141,RISKBEH,SLEEP,AgeAdjPrv,Short Sleep Duration,POINT (-83.0572216272589 39.3374905467001)
169095,2022,PA,Pennsylvania,Snyder,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,28.6,,,24.8,32.7,39652,31599,42109,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-77.0702374046649 40.7699512544196)
169099,2022,PA,Pennsylvania,Columbia,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Age-adjusted prevalence,19.5,,,16.1,23.6,64926,53628,42037,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-76.4050002866586 41.0489838937578)
169102,2022,PA,Pennsylvania,Cameron,BRFSS,Disability,Hearing disability among adults,%,Age-adjusted prevalence,8.2,,,7.3,9.2,4418,3654,42023,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-78.2040372022551 41.4367312238399)
169103,2022,PA,Pennsylvania,Wayne,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Age-adjusted prevalence,7.3,,,6.6,8.1,51173,42711,42127,HLTHOUT,CANCER,AgeAdjPrv,Cancer (non-skin) or Melanoma,POINT (-75.3033288891875 41.6486390281983)
169105,2022,OH,Ohio,Scioto,BRFSS,Health Status,Frequent physical distress among adults,%,Age-adjusted prevalence,16.5,,,14.8,18.2,72194,56645,39145,HLTHSTAT,PHLTH,AgeAdjPrv,Frequent Physical Distress,POINT (-82.9932730384393 38.80401792582)
169106,2022,PA,Pennsylvania,Jefferson,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,15.5,,,13.8,17.4,43794,34562,42065,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,POINT (-78.999583915939 41.1282655443833)
169108,2022,OH,Ohio,Perry,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.2,,,3.8,4.6,35480,27219,39127,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-82.2371873934768 39.7377614698385)
169110,2022,OH,Ohio,Washington,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,15.5,,,13.7,17.3,58901,47490,39167,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps,POINT (-81.4953288002496 39.4553183091123)
169117,2022,OH,Ohio,Seneca,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,15.0,,,13.5,16.7,54632,43023,39147,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,POINT (-83.1275866518734 41.1237051920597)
169120,2022,OH,Ohio,Seneca,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,3.3,,,3.0,3.6,54632,43023,39147,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-83.1275866518734 41.1237051920597)
169124,2022,PA,Pennsylvania,Luzerne,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,24.7,,,21.0,28.5,326369,260524,42079,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-75.9891245729524 41.1768635137354)
169125,2022,OH,Ohio,Scioto,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,43.0,,,38.1,47.9,72194,56645,39145,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,POINT (-82.9932730384393 38.80401792582)
169128,2022,OH,Ohio,Sandusky,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,5.8,,,5.3,6.3,58667,45983,39143,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-83.1440024541005 41.3573025435739)
169130,2022,PA,Pennsylvania,Clarion,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,61.0,,,57.0,64.7,37346,30392,42031,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-79.4205861386886 41.1924265735214)
169131,2022,PA,Pennsylvania,Greene,BRFSS,Health Status,Frequent physical distress among adults,%,Age-adjusted prevalence,13.4,,,11.8,15.0,34663,28028,42059,HLTHSTAT,PHLTH,AgeAdjPrv,Frequent Physical Distress,POINT (-80.2228180452951 39.8538038368739)
169133,2022,PA,Pennsylvania,Potter,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Age-adjusted prevalence,62.5,,,57.0,67.5,16220,12970,42105,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-77.895884484401 41.7449106328318)
169134,2022,PA,Pennsylvania,Northumberland,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,8.1,,,7.0,9.3,90133,72563,42097,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-76.7090293492606 40.8515832628888)
169136,2022,OH,Ohio,Williams,BRFSS,Disability,Mobility disability among adults,%,Age-adjusted prevalence,14.1,,,12.6,15.6,36652,28687,39171,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-84.5878774120262 41.560269481809)
169138,2021,PA,Pennsylvania,Columbia,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Age-adjusted prevalence,28.3,,,23.2,33.9,64926,53628,42037,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-76.4050002866586 41.0489838937578)
169140,2022,OH,Ohio,Wyandot,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,8.3,,,7.5,9.2,21567,16838,39175,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-83.3043356711719 40.842380644598)
169142,2022,PA,Pennsylvania,Washington,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,79.6,,,72.6,85.5,210383,169635,42125,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-80.2485444480046 40.1894077449089)
